11.44	0.153768	0.278705	-9.7835	-0.00425	-0.00266	-0.00159
11.442	0.144158	0.230652	-9.7835	-0.00479	-0.00212	0.001065
11.444	0.19221	0.278705	-9.87	-0.00372	-0.00319	0.001597
11.446	0.201821	0.240263	-9.81233	-0.00372	-0.00266	0.001065
11.448	0.124937	0.221042	-9.82194	-0.00212	0.000532	-0.00053
11.45	0.1826	0.249873	-9.82194	-0.00212	0.000532	-0.00053
11.452	0.230652	0.249873	-9.77389	-0.00425	-0.00106	-0.00053
11.454	0.211431	0.230652	-9.85078	-0.00479	-0.00053	-0.00106
11.456	0.134547	0.211431	-9.79311	-0.00425	-0.00106	-0.00106
11.458	0.163379	0.19221	-9.81233	-0.00212	-0.00159	-0.00266
11.46	0.163379	0.297926	-9.79311	-0.00053	-0.00159	0
11.462	0.144158	0.249873	-9.84116	-0.00532	0.000532	-0.00106
11.464	0.19221	0.259484	-9.76428	-0.00532	-0.00372	-0.00053
11.466	0.124937	0.259484	-9.77389	-0.00425	-0.00372	0
11.468	0.144158	0.269094	-9.73545	-0.00266	-0.00479	-0.00212
11.47	0.153768	0.297926	-9.81233	-0.00266	-0.00479	-0.00106
11.472	0.221042	0.19221	-9.87961	-0.00319	-0.00212	-0.00106
11.474	0.134547	0.240263	-9.88922	-0.00372	-0.00159	0.003194
11.476	0.144158	0.259484	-9.91805	-0.00372	-0.00266	-0.00053
11.478	0.163379	0.221042	-9.85078	-0.00319	-0.00106	0
11.48	0.1826	0.230652	-9.87961	-0.00212	-0.00159	-0.00106
11.482	0.201821	0.221042	-9.82194	-0.00319	-0.00319	-0.00106
11.484	0.1826	0.278705	-9.79311	-0.00532	-0.00319	0.000532
11.486	0.153768	0.221042	-9.77389	-0.00585	0.002129	0
11.488	0.153768	0.278705	-9.87961	-0.00585	-0.00159	0.000532
11.49	0.144158	0.240263	-9.84116	-0.00479	-0.00159	0
11.492	0.1826	0.259484	-9.84116	-0.00319	-0.00266	0
11.494	0.172989	0.269094	-9.87	-0.00212	-0.00053	-0.00106
11.496	0.221042	0.221042	-9.83155	-0.00479	-0.00053	0.000532
11.498	0.144158	0.297926	-9.84116	-0.00425	-0.00106	0.001597
11.5	0.1826	0.307537	-9.81233	-0.00319	0.000532	0.001065
11.502	0.230652	0.221042	-9.91805	-0.00053	-0.00425	0
11.504	0.1826	0.240263	-9.86039	-0.00479	-0.00266	0
11.506	0.163379	0.278705	-9.7835	-0.00372	-0.00106	-0.00106
11.508	0.201821	0.221042	-9.76428	-0.00372	-0.00479	0
11.51	0.153768	0.249873	-9.83155	-0.00425	-0.00479	0.001597
11.512	0.153768	0.240263	-9.84116	-0.00212	-0.00479	0.001597
11.514	0.105716	0.240263	-9.87	-0.00053	-0.00266	0
11.516	0.163379	0.249873	-9.79311	-0.00479	-0.00425	0.000532
11.518	0.221042	0.230652	-9.83155	-0.00425	-0.00106	-0.00053
11.52	0.144158	0.19221	-9.7835	-0.00692	0.000532	-0.00106
11.522	0.124937	0.211431	-9.77389	-0.00585	0.001065	0
11.524	0.201821	0.249873	-9.87961	-0.00159	-0.00212	-0.00053
11.526	0.134547	0.19221	-9.87961	-0.00532	-0.00106	0.000532
11.528	0.211431	0.259484	-9.81233	-0.00532	0	-0.00053
11.53	0.19221	0.297926	-9.87961	-0.00479	0	-0.00212
11.532	0.172989	0.288316	-9.86039	-0.00372	0.000532	-0.00212
11.534	0.144158	0.288316	-9.83155	-0.00319	-0.00106	0
11.536	0.172989	0.221042	-9.87961	-0.00266	-0.00159	0
11.538	0.1826	0.259484	-9.88922	-0.00532	-0.00212	-0.00106
11.54	0.163379	0.230652	-9.79311	-0.00638	-0.00212	-0.00053
11.542	0.153768	0.288316	-9.7835	-0.00266	-0.00372	0.001597
11.544	0.124937	0.221042	-9.82194	-0.00266	-0.00159	-0.00159
11.546	0.172989	0.230652	-9.89883	-0.00212	-0.00425	0.002129
11.548	0.221042	0.278705	-9.81233	-0.00212	-0.00053	-0.00159
11.55	0.153768	0.240263	-9.86039	-0.00425	-0.00053	0
11.552	0.172989	0.221042	-9.79311	-0.00425	-0.00319	0
11.554	0.144158	0.259484	-9.7835	-0.00479	-0.00106	0.001065
11.556	0.211431	0.240263	-9.89883	-0.00319	-0.00053	0.000532
11.558	0.153768	0.288316	-9.79311	-0.00212	-0.00319	-0.00159
11.56	0.163379	0.278705	-9.87	-0.00585	-0.00053	0
